id,type,proportion
656605,Changeup,3.1%
622075,Slider,44.8%
622075,4-Seam Fastball,39.5%
622075,Changeup,12.3%
622075,Sinker,3.4%
605254,4-Seam Fastball,42.9%
605254,Slider,29.8%
605254,Changeup,9.8%
605254,Curveball,9%
605254,Sinker,8.5%
445204,NA,NA
451132,NA,NA
460059,Sinker,59.3%
460059,Curveball,15.1%
460059,Split Finger,12.8%
460059,Slider,12.3%
460059,4-Seam Fastball,0.5%
605894,4-Seam Fastball,50.2%
605894,Curveball,25.8%
605894,Changeup,14.1%
605894,Sinker,9.9%
501697,Sinker,43.7%
501697,Slider,37.1%
501697,4-Seam Fastball,14.6%
501697,Changeup,4.6%
547943,Changeup,27.8%
547943,Cutter,24.2%
547943,4-Seam Fastball,24.1%
547943,Curveball,13.3%
547943,Sinker,10.6%
607536,Changeup,25.3%
607536,Slider,23.7%
607536,4-Seam Fastball,20.6%
607536,Curveball,18.9%
607536,Sinker,11.6%
543506,Slider,42.5%
543506,4-Seam Fastball,38.4%
543506,Changeup,12.5%
543506,Sinker,6.6%
594986,Cutter,38.4%
594986,Sinker,35.4%
594986,4-Seam Fastball,17.5%
594986,Curveball,8.6%
543101,Slider,31.6%
543101,4-Seam Fastball,28.6%
543101,Sinker,22.6%
543101,Curveball,10.1%
543101,Changeup,7.1%
503444,Sinker,50.1%
503444,Slider,24.5%
503444,Changeup,24%
503444,4-Seam Fastball,1.5%
572362,4-Seam Fastball,55.7%
572362,Curveball,27.3%
572362,Changeup,16.1%
572362,Sinker,0.9%
460069,NA,NA
543542,Curveball,36.9%
543542,Sinker,31%
543542,4-Seam Fastball,27.4%
543542,Slider,3.3%
543542,Changeup,1.4%
407860,NA,NA
400008,NA,NA
472551,Sinker,56.7%
472551,Curveball,28.1%
472551,Changeup,14%
472551,4-Seam Fastball,1.2%
425786,Slider,56.2%
425786,4-Seam Fastball,33.7%
425786,Curveball,10.1%
605463,Sinker,49.2%
605463,Slider,42.9%
605463,4-Seam Fastball,7.9%
425844,4-Seam Fastball,41.2%
425844,Changeup,27.2%
425844,Slider,15.9%
425844,Curveball,15.7%
643778,4-Seam Fastball,39.6%
643778,Changeup,23.7%
643778,Sinker,20.2%
643778,Curveball,16.5%
607219,Sinker,76.9%
607219,Slider,23.1%
518452,4-Seam Fastball,35.8%
518452,Changeup,32.2%
518452,Cutter,17.4%
518452,Curveball,12%
518452,Sinker,2.5%
592705,4-Seam Fastball,47.4%
592705,Slider,36.8%
592705,Changeup,15.8%
285064,4-Seam Fastball,37.2%
285064,Slider,22.2%
285064,Curveball,15.6%
285064,Changeup,12.9%
285064,Sinker,12.1%
500765,4-Seam Fastball,55.8%
500765,Slider,24%
500765,Changeup,16.1%
500765,Sinker,4.1%
623352,4-Seam Fastball,67.7%
623352,Slider,32.3%
434578,NA,NA
448857,NA,NA
429715,NA,NA
136734,NA,NA
656685,Slider,33.3%
656685,4-Seam Fastball,32.9%
656685,Sinker,20.3%
656685,Curveball,13.5%
543921,4-Seam Fastball,55.7%
543921,Changeup,25%
543921,Curveball,19.3%
545363,Sinker,60.5%
545363,Slider,20.4%
545363,Curveball,16.7%
545363,Changeup,1.2%
545363,4-Seam Fastball,1.2%
592332,4-Seam Fastball,49.1%
592332,Split Finger,42.2%
592332,Slider,6.8%
592332,Sinker,1.9%
493416,NA,NA
430665,NA,NA
406874,NA,NA
434137,Sinker,54.5%
434137,Curveball,31.2%
434137,4-Seam Fastball,11.7%
434137,Changeup,2.6%
445968,Sinker,47.4%
445968,Slider,46.8%
445968,Changeup,2.9%
445968,4-Seam Fastball,2.9%
664641,4-Seam Fastball,58.7%
664641,Split Finger,23.9%
664641,Slider,13%
664641,Curveball,4.3%
461833,4-Seam Fastball,55.5%
461833,Curveball,17.6%
461833,Cutter,16.2%
461833,Sinker,10.1%
461833,Changeup,0.5%
446185,4-Seam Fastball,39%
446185,Cutter,28.5%
446185,Sinker,13.8%
446185,Curveball,9.8%
446185,Changeup,8.9%
519168,4-Seam Fastball,57.1%
519168,Curveball,27.6%
519168,Slider,9.8%
519168,Changeup,5.6%
621242,4-Seam Fastball,60.9%
621242,Slider,37.7%
621242,Sinker,1%
621242,Changeup,0.2%
621242,Cutter,0.2%
606131,Sinker,40.9%
606131,Slider,34.8%
606131,Split Finger,22.1%
606131,4-Seam Fastball,2.2%
543135,4-Seam Fastball,37.7%
543135,Cutter,31.1%
543135,Curveball,17.1%
543135,Split Finger,14%
543184,Sinker,34.3%
543184,Slider,19.6%
543184,Curveball,18.6%
543184,4-Seam Fastball,14.5%
543184,Changeup,13%
458530,NA,NA
641850,Slider,36.4%
641850,Sinker,30.3%
641850,Changeup,21.8%
641850,4-Seam Fastball,11.5%
150337,NA,NA
605255,4-Seam Fastball,37%
605255,Slider,30.2%
605255,Curveball,17.3%
605255,Sinker,15.6%
435538,NA,NA
592815,4-Seam Fastball,33.3%
592815,Sinker,28.5%
592815,Slider,20.3%
592815,Curveball,17.9%
493200,4-Seam Fastball,42.5%
493200,Cutter,38.7%
493200,Curveball,14%
493200,Changeup,4.6%
493200,Slider,0.3%
657205,4-Seam Fastball,59.3%
657205,Slider,28.4%
657205,Changeup,10.4%
657205,Sinker,1.9%
664054,4-Seam Fastball,55.2%
664054,Slider,40.8%
664054,Changeup,4%
425656,NA,NA
460029,NA,NA
645261,Sinker,34.9%
645261,4-Seam Fastball,24.8%
645261,Slider,22.1%
645261,Changeup,10.3%
645261,Curveball,8%
453273,NA,NA
279571,4-Seam Fastball,46.1%
279571,Slider,37%
279571,Sinker,8.9%
279571,Curveball,7.9%
279571,Changeup,0.2%
435400,Cutter,52.9%
435400,Sinker,26.3%
435400,4-Seam Fastball,19.5%
435400,Changeup,1.2%
592222,Changeup,38.1%
592222,Sinker,34.4%
592222,Slider,22.7%
592222,4-Seam Fastball,4.8%
115817,NA,NA
548337,Slider,34%
548337,4-Seam Fastball,30.8%
548337,Sinker,19.9%
548337,Changeup,10.3%
548337,Curveball,5.1%
489446,4-Seam Fastball,64.4%
489446,Split Finger,35.6%
527048,Cutter,32%
527048,Changeup,25.8%
527048,Sinker,17.7%
527048,4-Seam Fastball,15.1%
527048,Curveball,9.4%
446861,NA,NA
627500,4-Seam Fastball,53.8%
627500,Changeup,38.5%
627500,Curveball,7.7%
534737,4-Seam Fastball,56%
534737,Slider,26.1%
534737,Changeup,10.5%
534737,Curveball,7.4%
133460,NA,NA
607391,Cutter,29.9%
607391,Slider,27.9%
607391,Sinker,22.1%
607391,4-Seam Fastball,16.9%
607391,Changeup,3.2%
408310,NA,NA
346871,NA,NA
446209,NA,NA
516910,Cutter,40.4%
516910,Sinker,28.8%
516910,4-Seam Fastball,11.5%
516910,Curveball,11.5%
516910,Changeup,7.7%
504379,Sinker,67.4%
504379,Slider,26.1%
504379,Changeup,6.5%
430675,NA,NA
489039,Sinker,45%
489039,Slider,44%
489039,Changeup,11%
594577,Slider,39.6%
594577,4-Seam Fastball,33.6%
594577,Cutter,24.2%
594577,Curveball,2.5%
493247,Sinker,57.6%
493247,Slider,36.8%
493247,Changeup,5.4%
493247,Split Finger,0.2%
501957,4-Seam Fastball,30%
501957,Slider,23.3%
501957,Changeup,18.3%
501957,Sinker,16.9%
501957,Curveball,11.5%
501874,NA,NA
467099,NA,NA
282332,Cutter,42%
282332,Slider,30.2%
282332,Sinker,14.3%
282332,Changeup,12.2%
282332,4-Seam Fastball,1.3%
444427,NA,NA
543551,NA,NA
459932,NA,NA
518526,Slider,42.4%
518526,Sinker,40.9%
518526,4-Seam Fastball,16.7%
430588,NA,NA
430673,NA,NA
593576,Split Finger,48.1%
593576,4-Seam Fastball,42.6%
593576,Sinker,9.3%
434628,Sinker,38.8%
434628,Slider,37.7%
434628,4-Seam Fastball,12.8%
434628,Curveball,6.6%
434628,Changeup,4.1%
501822,4-Seam Fastball,29.2%
501822,Cutter,26.7%
501822,Sinker,20.1%
501822,Split Finger,13.6%
501822,Slider,10.5%
647336,Sinker,31.2%
647336,Slider,28.6%
647336,4-Seam Fastball,28.1%
647336,Changeup,12.1%
150438,NA,NA
407924,NA,NA
592789,Sinker,29.8%
592789,4-Seam Fastball,29.3%
592789,Changeup,16.3%
592789,Slider,15.2%
592789,Curveball,9.5%
668678,4-Seam Fastball,39%
668678,Cutter,25.7%
668678,Changeup,19%
668678,Curveball,16.1%
668678,Sinker,0.2%
445612,4-Seam Fastball,72.8%
445612,Slider,19.3%
445612,Changeup,6.5%
445612,Sinker,1.5%
458657,NA,NA
580792,Slider,56.9%
580792,4-Seam Fastball,43.1%
642233,Sinker,65.1%
642233,Curveball,34.1%
642233,Changeup,0.7%
572947,NA,NA
643493,4-Seam Fastball,42.9%
643493,Slider,23.3%
643493,Changeup,19.2%
643493,Curveball,13.6%
643493,Sinker,1%
593334,Curveball,36.1%
593334,4-Seam Fastball,34.4%
593334,Changeup,19%
593334,Sinker,10.5%
502190,Cutter,26.1%
502190,Changeup,20.7%
502190,Sinker,18.3%
502190,4-Seam Fastball,14.4%
502190,Slider,12.6%
502190,Curveball,7.9%
444874,NA,NA
503449,4-Seam Fastball,54.6%
503449,Slider,32.2%
503449,Changeup,12.7%
503449,Sinker,0.3%
503449,Curveball,0.2%
622795,4-Seam Fastball,45%
622795,Changeup,37%
622795,Slider,18%
502272,Slider,43.3%
502272,4-Seam Fastball,34.6%
502272,Curveball,15.4%
502272,Sinker,6.7%
447744,NA,NA
453184,NA,NA
429781,Slider,24.7%
429781,4-Seam Fastball,19.7%
429781,Changeup,17.8%
429781,Sinker,17.3%
429781,Curveball,14.3%
429781,Cutter,6.2%
430618,NA,NA
518771,4-Seam Fastball,52.8%
518771,Cutter,38.5%
518771,Changeup,3.9%
518771,Curveball,3.7%
518771,Sinker,1.1%
474039,Changeup,90%
474039,Curveball,10%
543359,Sinker,53%
543359,Slider,43.3%
543359,4-Seam Fastball,3.7%
329092,Sinker,60.8%
329092,Slider,38.4%
329092,4-Seam Fastball,0.7%
554432,Sinker,70%
554432,Slider,21.3%
554432,4-Seam Fastball,6.3%
554432,Changeup,2.5%
433584,Sinker,44%
433584,Changeup,25.6%
433584,Slider,17.9%
433584,4-Seam Fastball,12.5%
643414,Sinker,44.6%
643414,Split Finger,38.6%
643414,Slider,14.5%
643414,4-Seam Fastball,2.4%
447714,Sinker,49.3%
447714,Slider,35.5%
447714,4-Seam Fastball,15.2%
518420,4-Seam Fastball,39.5%
518420,Changeup,18.4%
518420,Slider,17.1%
518420,Sinker,14.5%
518420,Curveball,10.5%
112020,NA,NA
500909,NA,NA
217096,4-Seam Fastball,30%
217096,Sinker,28%
217096,Changeup,22%
217096,Curveball,20%
434622,Sinker,35.9%
434622,Split Finger,20.1%
434622,Slider,19.9%
434622,4-Seam Fastball,19%
434622,Curveball,4.3%
434622,Cutter,0.8%
543779,4-Seam Fastball,60.9%
543779,Curveball,18.8%
543779,Changeup,18.5%
543779,Sinker,1.8%
543380,4-Seam Fastball,65.6%
543380,Sinker,25%
543380,Curveball,9.4%
430101,NA,NA
488722,NA,NA
553883,Changeup,42.7%
553883,4-Seam Fastball,41.5%
553883,Curveball,15.9%
446099,Sinker,62.4%
446099,Curveball,14.9%
446099,4-Seam Fastball,12.6%
446099,Slider,10.2%
614179,4-Seam Fastball,58.3%
614179,Slider,25%
614179,Curveball,13.3%
614179,Changeup,3.3%
502281,Slider,70.8%
502281,Sinker,25%
502281,Cutter,4.2%
543242,Slider,47.8%
543242,4-Seam Fastball,47.8%
543242,Changeup,4.3%
523989,4-Seam Fastball,49.6%
523989,Slider,46.4%
523989,Sinker,3.2%
523989,Changeup,0.8%
641778,4-Seam Fastball,53.3%
641778,Cutter,21.7%
641778,Slider,12.3%
641778,Curveball,8.2%
641778,Changeup,4.5%
641712,Sinker,36.3%
641712,4-Seam Fastball,22.8%
641712,Slider,20%
641712,Curveball,18.7%
641712,Changeup,2.2%
518748,Slider,53.1%
518748,4-Seam Fastball,38.1%
518748,Curveball,8.8%
622259,4-Seam Fastball,55%
622259,Slider,45%
595881,4-Seam Fastball,56.1%
595881,Changeup,18.7%
595881,Curveball,13.7%
595881,Slider,11.5%
595881,Sinker,0%
608344,4-Seam Fastball,34.1%
608344,Changeup,26.8%
608344,Slider,18.3%
608344,Sinker,18.3%
608344,Curveball,2.4%
434438,NA,NA
543118,Split Finger,50.3%
543118,4-Seam Fastball,48%
543118,Slider,1.8%
596331,4-Seam Fastball,48%
596331,Slider,32.6%
596331,Sinker,19.4%
592499,Slider,49.1%
592499,4-Seam Fastball,33.3%
592499,Curveball,10.5%
592499,Changeup,7%
605317,4-Seam Fastball,61.7%
605317,Slider,35.7%
605317,Changeup,2.6%
122620,NA,NA
449097,4-Seam Fastball,61.8%
449097,Slider,19.6%
449097,Split Finger,17.1%
449097,Sinker,1.6%
448722,NA,NA
542946,Slider,53.8%
542946,4-Seam Fastball,38.5%
542946,Sinker,7.7%
572955,Curveball,54.2%
572955,Sinker,43.2%
572955,4-Seam Fastball,2.6%
116034,NA,NA
663432,4-Seam Fastball,61.9%
663432,Slider,38.1%
445276,Cutter,61.9%
445276,Sinker,28.5%
445276,Slider,9.6%
612672,4-Seam Fastball,48.1%
612672,Slider,22.7%
612672,Curveball,22.4%
612672,Changeup,3.8%
612672,Sinker,3%
605541,Slider,35.5%
605541,4-Seam Fastball,34.5%
605541,Sinker,23.9%
605541,Changeup,4.9%
605541,Curveball,1.2%
607625,4-Seam Fastball,32.3%
607625,Sinker,22.6%
607625,Curveball,19.3%
607625,Slider,15.1%
607625,Changeup,10.7%
519357,NA,NA
624647,Sinker,52.4%
624647,Slider,35.9%
624647,4-Seam Fastball,10.3%
624647,Changeup,1.4%
656492,Cutter,52.2%
656492,4-Seam Fastball,30.4%
656492,Changeup,13%
656492,Curveball,4.3%
434482,NA,NA
658431,4-Seam Fastball,33.3%
658431,Sinker,20.2%
658431,Slider,20.2%
658431,Changeup,20.2%
658431,Curveball,6%
669432,4-Seam Fastball,54.2%
669432,Slider,21.8%
669432,Changeup,18.1%
669432,Sinker,5.8%
622251,4-Seam Fastball,68%
622251,Curveball,27.5%
622251,Sinker,4.4%
150011,NA,NA
664299,4-Seam Fastball,63%
664299,Slider,25.5%
664299,Changeup,7.2%
664299,Curveball,4.3%
642092,Sinker,62.4%
642092,Slider,20%
642092,Curveball,16%
642092,Changeup,1.6%
660813,Sinker,67.7%
660813,Slider,28.9%
660813,4-Seam Fastball,3.1%
660813,Changeup,0.3%
454972,NA,NA
572086,4-Seam Fastball,51.8%
572086,Slider,26.3%
572086,Changeup,11.4%
572086,Curveball,8.8%
572086,Cutter,0.9%
572086,Sinker,0.9%
605501,Sinker,65.2%
605501,Curveball,31.5%
605501,4-Seam Fastball,3.3%
656805,Sinker,56.1%
656805,Slider,24%
656805,Cutter,13.4%
656805,Changeup,4.1%
656805,4-Seam Fastball,2.4%
656557,4-Seam Fastball,37%
656557,Slider,35.5%
656557,Sinker,24.5%
656557,Split Finger,3%
446901,NA,NA
450312,NA,NA
606996,Slider,35.4%
606996,4-Seam Fastball,28.1%
606996,Changeup,18.5%
606996,Sinker,13.5%
606996,Curveball,4.6%
445177,NA,NA
657376,Slider,37.3%
657376,Sinker,32.5%
657376,4-Seam Fastball,21.4%
657376,Changeup,8.7%
621078,4-Seam Fastball,30.3%
621078,Sinker,20%
621078,Curveball,19.3%
621078,Slider,15.3%
621078,Changeup,15%
600887,4-Seam Fastball,54.5%
600887,Curveball,43.6%
600887,Changeup,1.8%
656913,4-Seam Fastball,42.4%
656913,Slider,37.9%
656913,Changeup,19.7%
643532,Sinker,67.6%
643532,4-Seam Fastball,15.3%
643532,Changeup,12.6%
643532,Curveball,4.5%
642067,4-Seam Fastball,44.1%
642067,Slider,33.6%
642067,Curveball,19.4%
642067,Sinker,2%
642067,Changeup,1%
519405,NA,NA
656271,4-Seam Fastball,43.3%
656271,Curveball,22.3%
656271,Sinker,18.5%
656271,Changeup,15.3%
656271,Slider,0.6%
656232,4-Seam Fastball,49.4%
656232,Changeup,17.6%
656232,Cutter,13.7%
656232,Slider,10.9%
656232,Curveball,8.4%
450545,NA,NA
408069,NA,NA
407113,NA,NA
448252,NA,NA
538506,4-Seam Fastball,49.3%
538506,Changeup,15.9%
538506,Slider,14.5%
538506,Sinker,11.6%
538506,Curveball,8.7%
657611,4-Seam Fastball,48.5%
657611,Slider,36.1%
657611,Curveball,15.5%
641853,Sinker,71.4%
641853,Curveball,28.6%
664139,4-Seam Fastball,54.4%
664139,Slider,27.8%
664139,Changeup,16.2%
664139,Curveball,1.7%
594867,Sinker,38.8%
594867,4-Seam Fastball,21.6%
594867,Slider,20.1%
594867,Curveball,12.3%
594867,Changeup,7.1%
502168,NA,NA
640462,4-Seam Fastball,63.9%
640462,Slider,24.8%
640462,Changeup,9.4%
640462,Curveball,2%
665759,4-Seam Fastball,64.9%
665759,Slider,29.4%
665759,Sinker,3.1%
665759,Changeup,2.6%
543488,NA,NA
592677,Slider,51.8%
592677,4-Seam Fastball,36.8%
592677,Changeup,11.5%
476531,NA,NA
665733,4-Seam Fastball,52.6%
665733,Slider,23.3%
665733,Changeup,15.8%
665733,Sinker,6.8%
665733,Curveball,1.5%
429718,NA,NA
476123,4-Seam Fastball,57.7%
476123,Changeup,23.1%
476123,Curveball,19.2%
645307,4-Seam Fastball,47.9%
645307,Changeup,17.9%
645307,Curveball,17.1%
645307,Slider,15.4%
645307,Sinker,1.7%
672911,4-Seam Fastball,51.3%
672911,Changeup,23.1%
672911,Slider,17.9%
672911,Sinker,7.7%
640444,4-Seam Fastball,35.7%
640444,Slider,29.4%
640444,Sinker,23.8%
640444,Changeup,8.7%
640444,Curveball,2.4%
605469,4-Seam Fastball,47.2%
605469,Slider,27.7%
605469,Curveball,14.5%
605469,Changeup,10.7%
523648,NA,NA
676604,4-Seam Fastball,44.6%
676604,Slider,37.3%
676604,Changeup,10.9%
676604,Curveball,7.3%
528748,4-Seam Fastball,31.4%
528748,Curveball,26.1%
528748,Sinker,18.8%
528748,Changeup,14%
528748,Slider,9.7%
449110,NA,NA
642226,4-Seam Fastball,62.1%
642226,Slider,21.4%
642226,Changeup,16.5%
607951,Slider,62.8%
607951,4-Seam Fastball,19.8%
607951,Changeup,9.1%
607951,Sinker,8.3%
621368,4-Seam Fastball,60.2%
621368,Slider,28.1%
621368,Changeup,11.4%
621368,Sinker,0.3%
548348,NA,NA
656302,4-Seam Fastball,47.8%
656302,Slider,30.1%
656302,Changeup,12.7%
656302,Curveball,9.3%
623485,4-Seam Fastball,47%
623485,Changeup,27.8%
623485,Curveball,25.2%
681911,4-Seam Fastball,72.9%
681911,Changeup,18%
681911,Slider,9%
664069,4-Seam Fastball,53.9%
664069,Curveball,23.7%
664069,Changeup,22.4%
626929,4-Seam Fastball,47.4%
626929,Slider,30.1%
626929,Changeup,14%
626929,Curveball,8.5%
660896,4-Seam Fastball,46.4%
660896,Slider,44.7%
660896,Changeup,8.9%
658791,4-Seam Fastball,52.6%
658791,Changeup,23.7%
658791,Curveball,21.1%
658791,Slider,2.6%
545357,Sinker,36%
545357,4-Seam Fastball,36%
545357,Split Finger,14%
545357,Slider,14%
663460,4-Seam Fastball,54.2%
663460,Changeup,29.9%
663460,Curveball,15.9%
600965,4-Seam Fastball,49.5%
600965,Slider,44.1%
600965,Curveball,6.5%
665152,4-Seam Fastball,39.6%
665152,Curveball,27.2%
665152,Cutter,19.1%
665152,Sinker,11.6%
665152,Changeup,2.6%
489056,NA,NA
650556,Slider,44.7%
650556,Curveball,19.7%
650556,Sinker,17.1%
650556,4-Seam Fastball,17.1%
650556,Changeup,1.3%
664948,Cutter,52.7%
664948,4-Seam Fastball,24.1%
664948,Curveball,23.2%
595939,4-Seam Fastball,35.3%
595939,Curveball,35.3%
595939,Slider,29.4%
543125,NA,NA
464416,4-Seam Fastball,44.1%
464416,Slider,31.5%
464416,Sinker,16.5%
464416,Curveball,4.3%
464416,Changeup,3.6%
572017,NA,NA
504186,4-Seam Fastball,58.7%
504186,Slider,23.9%
504186,Curveball,13%
504186,Changeup,4.3%
622503,Changeup,36%
622503,Curveball,22.8%
622503,4-Seam Fastball,21.1%
622503,Sinker,20.2%
643329,Sinker,35.9%
643329,Slider,26%
643329,4-Seam Fastball,24.4%
643329,Changeup,13.7%
592330,Sinker,88.2%
592330,Curveball,10.1%
592330,4-Seam Fastball,1.7%
666622,4-Seam Fastball,48.5%
666622,Changeup,30.3%
666622,Slider,21.2%
455376,4-Seam Fastball,67.6%
455376,Slider,26.7%
455376,Sinker,5.7%
623434,Sinker,51.4%
623434,Slider,33.6%
623434,Changeup,15%
518582,NA,NA
457786,NA,NA
657044,Sinker,51.8%
657044,Slider,38.4%
657044,4-Seam Fastball,9.1%
657044,Changeup,0.7%
620445,4-Seam Fastball,58.7%
620445,Changeup,28%
620445,Curveball,13.3%
425530,NA,NA
457581,NA,NA
489400,NA,NA
444992,NA,NA
642083,Sinker,39%
642083,Slider,30%
642083,4-Seam Fastball,23%
642083,Changeup,8%
664141,Sinker,35.1%
664141,Slider,32.3%
664141,4-Seam Fastball,13.9%
664141,Curveball,13.7%
664141,Changeup,5%
622490,Slider,50%
622490,4-Seam Fastball,50%
547942,4-Seam Fastball,48.6%
547942,Slider,31.2%
547942,Curveball,11.7%
547942,Changeup,8.5%
595928,4-Seam Fastball,55.7%
595928,Slider,43.5%
595928,Sinker,0.8%
642203,4-Seam Fastball,64%
642203,Slider,20.9%
642203,Changeup,14%
642203,Sinker,1.1%
642546,Sinker,47.1%
642546,Slider,39.8%
642546,Changeup,12.9%
642546,4-Seam Fastball,0.2%
642584,Sinker,46.7%
642584,Curveball,27.9%
642584,Changeup,18.3%
642584,4-Seam Fastball,7%
669373,4-Seam Fastball,58.9%
669373,Changeup,16.4%
669373,Slider,15.7%
669373,Curveball,7.8%
669373,Cutter,1.2%
665621,4-Seam Fastball,63.1%
665621,Slider,23.4%
665621,Changeup,13.5%
656876,4-Seam Fastball,68.2%
656876,Slider,17.5%
656876,Curveball,10.3%
656876,Changeup,4%
434666,NA,NA
547568,NA,NA
676979,4-Seam Fastball,84.7%
676979,Slider,10.6%
676979,Changeup,4.7%
669424,4-Seam Fastball,48.5%
669424,Changeup,27.3%
669424,Curveball,18.2%
669424,Slider,6.1%
457468,NA,NA
663366,4-Seam Fastball,39.1%
663366,Slider,25.5%
663366,Sinker,15.5%
663366,Changeup,14.5%
663366,Curveball,5.5%
664714,4-Seam Fastball,49.4%
664714,Curveball,26.7%
664714,Changeup,23.9%
661440,Sinker,46.3%
661440,Changeup,36.6%
661440,Slider,14.6%
661440,Curveball,2.4%
650738,4-Seam Fastball,56.3%
650738,Slider,25%
650738,Curveball,9.4%
650738,Changeup,9.4%
650530,Sinker,59.9%
650530,Slider,22%
650530,Changeup,13.9%
650530,4-Seam Fastball,4.2%
656420,4-Seam Fastball,54%
656420,Slider,28%
656420,Changeup,18%
641743,4-Seam Fastball,56.5%
641743,Curveball,23.2%
641743,Changeup,18.1%
641743,Cutter,2.2%
675921,4-Seam Fastball,56.5%
675921,Slider,21.6%
675921,Changeup,15.9%
675921,Curveball,5.9%
641995,4-Seam Fastball,63.3%
641995,Slider,33.3%
641995,Changeup,3.3%
624427,4-Seam Fastball,59.4%
624427,Changeup,17.1%
624427,Slider,15.7%
624427,Curveball,7.8%
656353,4-Seam Fastball,75.5%
656353,Slider,13.2%
656353,Curveball,11.3%
667465,Sinker,65.3%
667465,Slider,21.5%
667465,Changeup,13.2%
332292,NA,NA
635903,Sinker,66.7%
635903,Slider,26.7%
635903,4-Seam Fastball,6.7%
641360,4-Seam Fastball,81.8%
641360,Curveball,15.2%
641360,Sinker,3%
621350,4-Seam Fastball,60.4%
621350,Slider,39.6%
666674,Sinker,50%
666674,Slider,50%
607320,Cutter,35.7%
607320,Changeup,25.4%
607320,4-Seam Fastball,22.6%
607320,Curveball,16.3%
514981,Changeup,38.7%
514981,4-Seam Fastball,34.9%
514981,Slider,15.1%
514981,Sinker,8.5%
514981,Curveball,2.8%
459988,NA,NA
660600,4-Seam Fastball,68.2%
660600,Slider,26%
660600,Curveball,3.9%
660600,Changeup,1.9%
666204,Curveball,48.6%
666204,4-Seam Fastball,48.6%
666204,Cutter,2.7%
460104,NA,NA
607179,4-Seam Fastball,62.2%
607179,Changeup,19.4%
607179,Slider,18.5%
518972,NA,NA
621290,Slider,60.4%
621290,Sinker,34.2%
621290,Curveball,5.3%
685493,4-Seam Fastball,40.8%
685493,Split Finger,39.4%
685493,Slider,17.1%
685493,Curveball,2.6%
219194,NA,NA
621058,4-Seam Fastball,48.7%
621058,Changeup,29.5%
621058,Curveball,12.8%
621058,Slider,9%
506648,NA,NA
664285,Sinker,54.8%
664285,Curveball,33.5%
664285,Changeup,9.7%
664285,4-Seam Fastball,2%
641576,4-Seam Fastball,51.9%
641576,Curveball,22.2%
641576,Slider,11.1%
641576,Sinker,7.4%
641576,Changeup,7.4%
622703,Changeup,37.8%
622703,4-Seam Fastball,31.1%
622703,Slider,17.8%
622703,Curveball,6.7%
622703,Sinker,6.7%
641501,Curveball,41.2%
641501,Sinker,35.3%
641501,Changeup,11%
641501,4-Seam Fastball,8.8%
641501,Slider,3.7%
605335,4-Seam Fastball,47.3%
605335,Slider,28.7%
605335,Curveball,12%
605335,Changeup,12%
640464,Sinker,48.4%
640464,Slider,32%
640464,Curveball,9.1%
640464,4-Seam Fastball,6.5%
640464,Changeup,3.9%
643478,4-Seam Fastball,57.6%
643478,Curveball,42.4%
623437,Sinker,68.9%
623437,Slider,30.3%
623437,4-Seam Fastball,0.8%
641540,Sinker,39.4%
641540,Slider,21.7%
641540,4-Seam Fastball,21%
641540,Changeup,11%
641540,Curveball,6.8%
657209,4-Seam Fastball,55.9%
657209,Curveball,42.4%
657209,Sinker,1.7%
463017,NA,NA
680702,Sinker,37.8%
680702,Slider,34.8%
680702,4-Seam Fastball,27.5%
605528,4-Seam Fastball,30.4%
605528,Sinker,28.6%
605528,Slider,21.4%
605528,Changeup,19.6%
605338,Sinker,56%
605338,Slider,37.9%
605338,4-Seam Fastball,6%
543195,Knuckleball,75.5%
543195,Sinker,13.6%
543195,Cutter,10.9%
656548,4-Seam Fastball,62.5%
656548,Curveball,31.3%
656548,Changeup,6.3%
607087,NA,NA
474226,NA,NA
669952,Curveball,31.8%
669952,4-Seam Fastball,27.3%
669952,Sinker,22.7%
669952,Slider,18.2%
425507,NA,NA
663770,4-Seam Fastball,66.7%
663770,Slider,31.5%
663770,Curveball,1.9%
605482,Cutter,69.6%
605482,Curveball,14.9%
605482,Slider,14%
605482,Changeup,1.5%
666200,4-Seam Fastball,30.5%
666200,Changeup,24.8%
666200,Curveball,23.5%
666200,Sinker,21.2%
448241,NA,NA
542884,4-Seam Fastball,45.2%
542884,Changeup,19%
542884,Slider,16.7%
542884,Curveball,14.3%
542884,Sinker,4.8%
543677,4-Seam Fastball,63.6%
543677,Curveball,36.4%
676831,4-Seam Fastball,53.2%
676831,Changeup,28.6%
676831,Slider,18.2%
656849,4-Seam Fastball,37.4%
656849,Slider,25.9%
656849,Changeup,18.7%
656849,Sinker,15.8%
656849,Curveball,2.2%
595441,4-Seam Fastball,33.3%
595441,Sinker,28.2%
595441,Slider,25.6%
595441,Curveball,7.7%
595441,Changeup,5.1%
473265,NA,NA
656240,Slider,32.3%
656240,Sinker,30.6%
656240,4-Seam Fastball,27.4%
656240,Changeup,8.1%
656240,Curveball,1.6%
656629,4-Seam Fastball,62.5%
656629,Slider,16.4%
656629,Curveball,11.3%
656629,Changeup,9.8%
641726,4-Seam Fastball,45.3%
641726,Cutter,20.8%
641726,Sinker,15.1%
641726,Changeup,11.3%
641726,Curveball,7.5%
608167,4-Seam Fastball,60%
608167,Changeup,40%
